activeCount,avgRho,condition,entropy,mass,maxFluxAbs,maxRho,param_c_press,param_damping,param_dt,param_rng_seed,rep,rhoMaxId,step,t,totalFlux,vortNorm_global,vortNorm_global_ema
1,0.35564182114755116,damping=0.2,0.009613507827310004,49.789854960657166,0.20911377327716404,49.51945173083538,0.1,0.2,0.12,42,0,1,5,0.6,1.6922269756353907,0.0,0.0
3,0.354793156005434,damping=0.2,0.027897782931805375,49.67104184076076,0.29862827205530185,48.86375844753484,0.1,0.2,0.12,42,0,1,10,1.2000000000000002,3.166421719124431,0.0,0.0
4,0.3539242105956691,damping=0.2,0.05106335417691331,49.549389483393675,0.3620188018182958,48.06237439294184,0.1,0.2,0.12,42,0,1,15,1.8000000000000007,4.505565103568244,0.0,0.0
4,0.3530027133635238,damping=0.2,0.07537497751292739,49.42037987089333,0.3772500032769184,47.189365214538974,0.1,0.2,0.12,42,0,1,20,2.4000000000000012,4.93709455379263,0.0,0.0
4,0.35202775253656193,damping=0.2,0.09992385047421141,49.28388535511867,0.4106541986005335,46.271788512740656,0.1,0.2,0.12,42,0,1,25,3.0000000000000018,5.376113941283957,0.0,0.0
4,0.350731839014032,damping=0.2,0.12308441486687881,49.10245746196448,0.40578008705140584,45.33428995822515,0.1,0.2,0.12,42,0,1,30,3.6000000000000023,5.5416501109278755,0.0,0.0
5,0.3491053483004612,damping=0.2,0.14507303725494872,48.87474876206457,0.42872482585039395,44.37929673540961,0.1,0.2,0.12,42,0,1,35,4.200000000000003,5.9614812337057,0.0,0.0
5,0.3472977006443574,damping=0.2,0.1662530910729724,48.62167809021003,0.4182842004090662,43.41852610174187,0.1,0.2,0.12,42,0,1,40,4.800000000000003,6.003086439010093,0.0,0.0
5,0.34582111070580784,damping=0.2,0.1889566593923774,48.4149554988131,0.4388068508996362,42.447518861806934,0.1,0.2,0.12,42,0,1,45,5.400000000000004,6.2528402159258185,0.0,0.0
5,0.34459749649497995,damping=0.2,0.21237566415249545,48.24364950929719,0.4263633227625436,41.47476571897793,0.1,0.2,0.12,42,0,1,50,6.000000000000004,6.171206178652321,0.0,0.0
7,0.3433183888436437,damping=0.2,0.23549326651501232,48.064574438110114,0.44584364096941226,40.494203993428904,0.1,0.2,0.12,42,0,1,55,6.600000000000005,6.404716969673855,0.0,0.0
11,0.3419890616569157,damping=0.2,0.2581579371680023,47.878468631968204,0.4324744055678533,39.51357690126673,0.1,0.2,0.12,42,0,1,60,7.2000000000000055,6.340516008857509,0.0,0.0
15,0.3401695454909699,damping=0.2,0.2791306752599947,47.623736368735784,0.451741244292739,38.52615979438365,0.1,0.2,0.12,42,0,1,65,7.800000000000006,6.542639930078679,0.0,0.0
20,0.3379402435709838,damping=0.2,0.2986117247387725,47.31163409993773,0.43783152894971855,37.539477572175564,0.1,0.2,0.12,42,0,1,70,8.400000000000004,6.460409921008047,0.0,0.0
